"V2"	"V3"
25.6867500965311	14.042430634402
44.5891691484491	16.1662918487888
39.4029047141606	15.8756767284658
45.2087060422656	16.194512027762
44.6155263134239	16.7734165811554
44.2503725541533	16.8538552838435
41.9721799065468	16.9557690031655
